Site,Year,Depth,Coverage,Min Temp,Max Temp,Avg Temp,Med Temp,Prev Coverage
"Geoffrey Bay",1999,5.0,1L,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,2L
"Geoffrey Bay",2000,5.0,1L,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,1L
"Geoffrey Bay",2001,5.0,1L,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,1L
"Geoffrey Bay",2002,5.0,1L,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,1L
"Geoffrey Bay",2003,5.0,1L,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,1L
"Geoffrey Bay",2005,5.0,1U,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,1U
"Geoffrey Bay",2006,5.0,1L,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,1U
"Geoffrey Bay",2007,5.0,1L,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,1L
"Geoffrey Bay",2008,5.0,1U,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,1L
"Geoffrey Bay",2009,5.0,1L,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,1U
"Geoffrey Bay",2011,5.0,1L,20.85204988799283,29.67627016129032,25.42983708319581,25.952046668869475,1L
"Geoffrey Bay",2013,5.0,1L,21.60761762992832,28.83485315860215,25.85245527617673,27.013526643518517,1L
"Geoffrey Bay",2017,5.0,2U,22.416243125,30.2123028256705,26.712377093397677,27.17580137076528,2U
"Nelly Bay",1997,5.0,3U,21.42511440107672,30.35587205387205,26.29689708449597,26.93642529461279,3U
"Nelly Bay",1998,5.0,2L,22.19673167451244,31.23557807807808,26.715330873998482,27.579155084809088,3U
"Nelly Bay",1999,5.0,1L,21.40226747311828,29.70721587088097,25.788216009162994,26.258804026657707,2L
"Nelly Bay",2000,5.0,1L,20.18873263888889,29.39148051075269,25.36974997061311,26.297322367831544,1L
"Nelly Bay",2001,5.0,1L,22.042571908602152,30.320361559139787,26.306919478425474,26.741948973538705,1L
"Nelly Bay",2002,5.0,1L,21.21942328398385,30.74074529569893,26.420799157556644,26.827369124415338,1L
"Nelly Bay",2003,5.0,1L,21.87692876344086,29.72550669642857,26.395881126658775,27.233615546594983,1L
"Nelly Bay",2005,5.0,1U,22.038167809139782,31.267482489878542,27.222041147590044,28.080727849462363,1U
"Nelly Bay",2006,5.0,1L,22.91370231481482,29.599969130824373,26.2971661005006,26.599256315337513,1U
"Nelly Bay",2007,5.0,1L,22.91370231481482,29.599969130824373,26.2971661005006,26.599256315337513,1L
"Nelly Bay",2008,5.0,1U,22.91370231481482,29.599969130824373,26.2971661005006,26.599256315337513,1L
"Nelly Bay",2009,5.0,1L,22.91370231481482,29.599969130824373,26.2971661005006,26.599256315337513,1U
"Nelly Bay",2011,5.0,1L,21.161393279569893,29.599969130824373,25.605500500345503,26.097613909423536,1L
"Nelly Bay",2013,5.0,1L,20.839563351254483,30.19117277298851,25.73916561617369,26.272440415173236,1L
"Nelly Bay",2017,5.0,2U,20.839563351254483,30.19117277298851,25.73916561617369,26.272440415173236,2U
"Weipa(lorim point)",1998,5.0,3L,25.995699865410497,30.6614862138534,28.81466918395032,29.475826612903226,3L
"Weipa(lorim point)",2002,5.0,3U,25.564728984532618,30.47372244623656,27.846476298561793,27.485966420281105,3U
"Weipa(lorim point)",2003,5.0,3L,25.564728984532618,31.019488847583645,27.97887882997846,27.55376203820164,3U
"Weipa(lorim point)",2005,5.0,3L,25.564728984532618,31.2598625,28.465740377114642,28.907676612903224,3L
"Weipa(lorim point)",2006,5.0,3L,24.645360551075267,31.2598625,28.015786094003346,28.259835714285714,3L
"Weipa(lorim point)",2013,5.0,4L,24.645360551075267,31.2598625,28.015786094003346,28.259835714285714,4L
"Weipa(lorim point)",2017,5.0,1U,24.645360551075267,31.2598625,28.015786094003346,28.259835714285714,1U
"Cape Flattery",1999,5.0,1U,22.62167338709677,29.713279569892475,26.379220173747736,26.717809923835127,1U
"Cape Flattery",2002,5.0,2L,22.73203844086021,30.683047829036635,26.72011618559411,26.286104886123756,2L
"Cape Flattery",2005,5.0,2L,23.691754032258064,31.2815397082658,27.711990699371942,28.233071684587813,2L
"Cape Flattery",2011,5.0,3U,23.591742479674792,30.859006653225805,27.546150416051148,27.384872412634408,3U
"Cape Flattery",2013,5.0,3L,23.591742479674792,30.859006653225805,27.546150416051148,27.384872412634408,3L
"Karumba",1998,5.0,2U,19.43206237148732,31.43074332648871,26.050068176346382,27.496371807795697,2U
"Karumba",2001,5.0,2U,19.43206237148732,31.60833560477002,26.229269163454063,27.496371807795697,2U
"Karumba",2013,5.0,3L,19.895949596774194,31.08009261838441,26.88499137672571,28.766647244623655,3L
"Pine Island",1997,5.0,1U,22.26648006687243,29.274059250992064,25.725534622719533,25.928910268443843,1U
"Pine Island",1998,5.0,2L,22.26648006687243,29.274059250992064,25.725534622719533,25.928910268443843,1U
"Pine Island",2000,5.0,2L,22.26648006687243,29.274059250992064,25.725534622719533,25.928910268443843,2L
"Pine Island",2001,5.0,2L,22.26648006687243,29.274059250992064,25.725534622719533,25.928910268443843,2L
"Pine Island",2003,5.0,2L,22.26648006687243,29.274059250992064,25.725534622719533,25.928910268443843,2L
"Pine Island",2004,5.0,2L,22.26648006687243,29.274059250992064,25.725534622719533,25.928910268443843,2L
"Pine Island",2013,5.0,1U,22.26648006687243,29.274059250992064,25.725534622719533,25.928910268443843,1U
"Pine Island",2017,5.0,2L,22.26648006687243,29.274059250992064,25.725534622719533,25.928910268443843,2L
"Pine Island",2021,5.0,1U,22.33298931451613,28.60094021057348,25.60535226884539,25.966683283303468,1U
"Double Cone",1997,5.0,1U,21.586333109619684,28.90078488372093,25.33871633892676,25.37493833333333,1U
"Double Cone",1999,5.0,2L,21.586333109619684,28.90078488372093,25.33871633892676,25.37493833333333,2L
"Double Cone",2000,5.0,2L,21.586333109619684,28.90078488372093,25.33871633892676,25.37493833333333,2L
"Double Cone",2001,5.0,2L,21.586333109619684,28.90078488372093,25.33871633892676,25.37493833333333,2L
"Double Cone",2003,5.0,1U,21.586333109619684,28.90078488372093,25.33871633892676,25.37493833333333,1U
"Double Cone",2004,5.0,2L,21.586333109619684,28.90078488372093,25.33871633892676,25.37493833333333,1U
"Double Cone",2013,5.0,1U,21.499859139784945,28.90078488372093,25.34286889129643,25.84548953646782,1U
"Double Cone",2017,5.0,2L,22.5535048880885,29.30718375496032,25.839567020743733,26.137512942801667,2L
"Double Cone",2021,5.0,1U,22.610855913978494,28.732464157706094,25.800011002311773,26.15222567951016,1U
"Seaforth Island",1997,5.0,1U,21.406548027210885,28.51622577245509,25.144837053213603,25.249828747013147,1U
"Seaforth Island",1998,5.0,2L,21.406548027210885,28.51622577245509,25.144837053213603,25.249828747013147,1U
"Seaforth Island",2000,5.0,2L,21.406548027210885,28.51622577245509,25.144837053213603,25.249828747013147,2L
"Seaforth Island",2001,5.0,2L,21.406548027210885,28.51622577245509,25.144837053213603,25.249828747013147,2L
"Seaforth Island",2003,5.0,2L,21.406548027210885,28.51622577245509,25.144837053213603,25.249828747013147,2L
"Seaforth Island",2004,5.0,2L,21.406548027210885,28.51622577245509,25.144837053213603,25.249828747013147,2L
"Seaforth Island",2013,5.0,1U,21.406548027210885,28.51622577245509,25.144837053213603,25.249828747013147,1U
"Seaforth Island",2017,5.0,2L,21.502997356630825,28.51622577245509,25.36890592038587,25.92678451538232,2L
"Seaforth Island",2021,5.0,1U,22.17957049731183,28.61783696236559,25.559621946357243,25.9669758729092,1U
"Dent Island",1997,5.0,1U,22.142955370370373,28.6236789874552,25.57244782957235,25.96874728494624,1U
"Dent Island",1998,5.0,2L,22.142955370370373,28.6236789874552,25.57244782957235,25.96874728494624,1U
"Dent Island",2000,5.0,2L,22.142955370370373,28.6236789874552,25.57244782957235,25.96874728494624,2L
"Dent Island",2001,5.0,2L,22.142955370370373,28.6236789874552,25.57244782957235,25.96874728494624,2L
"Dent Island",2003,5.0,2L,22.142955370370373,28.6236789874552,25.57244782957235,25.96874728494624,2L
"Dent Island",2004,5.0,2L,22.142955370370373,28.6236789874552,25.57244782957235,25.96874728494624,2L
"Dent Island",2013,5.0,1U,22.142955370370373,28.6236789874552,25.57244782957235,25.96874728494624,1U
"Dent Island",2017,5.0,2L,22.142955370370373,28.6236789874552,25.57244782957235,25.96874728494624,2L
"Dent Island",2021,5.0,1U,21.39858319892473,28.221557504480288,25.130315609573234,25.459678119026286,1U
